SYMBOL,NAME OF COMPANY
INANISEC.NS,Inani Securities Ltd.
INCAP.NS,Incap Ltd.
INCON.NS,Incon Engineers Ltd.
INCREDIBLE.NS,Incredible Industries Limited
INDAG.NS,Indag Rubber Ltd.-$
INDBANK.NS,Indbank Merchant Banking Services Limited
INDBNK.NS,Ind Bank Housing Ltd.
INDCEMCAP.NS,India Cements Capital Ltd.
INDCTST.NS,Inducto Steel Ltd.
INDGELA.NS,India Gelatine & Chemicals Ltd.-$
INDGN.NS,Indegene Limited
INDHOTEL.NS,The Indian Hotels Company Limited
INDIACEM.NS,The India Cements Limited
INDIAGLYCO.NS,India Glycols Limited
INDIAHOME.NS,India Home Loan Ltd.
INDIAMART.NS,Indiamart Intermesh Limited
INDIANACRY.NS,Indian Acrylics Ltd.
INDIANB.NS,Indian Bank
INDIANCARD.NS,Indian Card Clothing Company Limited
INDIANHUME.NS,Indian Hume Pipe Company Limited
INDIANVSH.NS,Indianivesh Ltd.
INDIASHLTR.NS,India Shelter Finance Corporation Limited
INDICAP.NS,Inditrade Capital Limited
INDIGO.NS,Interglobe Aviation Limited
INDIGOPNTS.NS,Indigo Paints Limited
INDINFO.NS,Indian Infotech & Software Ltd.
INDLEASE.NS,India Lease Development Ltd.
INDNIPPON.NS,India Nippon Electricals Limited
INDOAMIN.NS,Indo Amines Limited
INDOBORAX.NS,Indo Borax & Chemicals Limited
INDOCITY.NS,Indo-City Infotech Ltd.-$
INDOCO.NS,Indoco Remedies Limited
INDOEURO.NS,Indo Euro Indchem Ltd.
INDOKEM.NS,Indokem Ltd.
INDONG.NS,Indong Tea Company Ltd
INDORAMA.NS,Indo Rama Synthetics (India) Limited
INDOSTAR.NS,Indostar Capital Finance Limited
INDOTECH.NS,Indo Tech Transformers Limited
INDOTHAI.NS,Indo Thai Securities Limited
INDOUS.NS,Indo Us Biotech Limited
INDOWIND.NS,Indowind Energy Limited
INDPRUD.NS,Industrial & Prudential Investments Co.Ltd.
INDRAIND.NS,Indra Industries Ltd
INDRAMEDCO.NS,Indraprastha Medical Corporation Limited
INDRANIB.NS,Indrayani Biotech Ltd.
INDRENEW.NS,Ind Renewable Energy Ltd
INDSILHYD.NS,Indsil Hydro Power And Manganese Ltd.-$
INDSOYA.NS,Indsoya Ltd.
INDSUCR.NS,Indian Sucrose Ltd.
INDSWFTLAB.NS,Ind-Swift Laboratories Limited
INDSWFTLTD.NS,Ind-Swift Limited
INDTERRAIN.NS,Indian Terrain Fashions Limited
INDTONER.NS,Indian Toners & Developers Ltd.-$
INDUSFINL.NS,Indus Finance Ltd
INDUSINDBK.NS,Indusind Bank Limited
INDUSTOWER.NS,Indus Towers Limited
INDXTRA.NS,Iel Ltd
INERTIAST.NS,Inertia Steel Ltd.
INFIBEAM.NS,Infibeam Avenues Limited
INFLAME.NS,Inflame Appliances Ltd
INFOBEAN.NS,Infobeans Technologies Limited
INFORTEC.NS,Informed Technologies India Ltd.
INFRABEES.NS,Nippon India Etf Nifty Infrastructure Bees
INFRAIETF.NS,Icici Prudential Nifty Infrastructure Etf
INFRONICS.NS,Infronics Systems Ltd
INFY.NS,Infosys Limited
INGERRAND.NS,Ingersoll Rand (India) Limited
INLANPR.NS,Inland Printers Ltd.
INNOKAIZ.NS,Innokaiz India Ltd
INNOVACAP.NS,Innova Captab Limited
INNOVATIVE.NS,Innovative Ideals And Services (India) Ltd
INNOVATORS.NS,Innovators Facade Systems Ltd
INNOVATUS.NS,Innovatus Entertainment Networks Ltd
INNOVTEC.NS,Innovative Tech Pack Ltd.
INOVSYNTH.NS,Innovassynth Investments Ltd.
INOXGREEN.NS,Inox Green Energy Services Limited
INOXINDIA.NS,Inox India Limited
INOXWIND.NS,Inox Wind Limited
INRADIA.NS,India Radiators Ltd.
INSECTICID.NS,Insecticides (India) Limited
INSPIRISYS.NS,Inspirisys Solutions Limited
INTCAPL.NS,Integra Capital  Ltd
INTECCAP.NS,Intec Capital Ltd.
INTEGFD.NS,Integrated Proteins Ltd.
INTEGHIT.NS,Integrated Hitech Ltd.
INTEGRAEN.NS,Integra Engineering India Ltd.
INTEGSW.NS,Integra Switchgear Ltd.
INTELLECT.NS,Intellect Design Arena Limited
INTENTECH.NS,Intense Technologies Limited
INTERARCH.NS,Interarch Building Products Limited
INTLCOMBQ.NS,International Combustion (India) Ltd.
INTLCONV.NS,International Conveyors Limited
INTRGLB.NS,Inter Globe Finance Ltd.
INTSTOIL.NS,Inter State Oil Carrier Ltd.
INVENTURE.NS,Inventure Growth & Securities Limited
INVPRECQ.NS,Investment & Precision Castings Ltd.
IOB.NS,Indian Overseas Bank
IOC.NS,Indian Oil Corporation Limited
IOLCP.NS,Iol Chemicals And Pharmaceuticals Limited
IONEXCHANG.NS,Ion Exchange (India) Limited
IPCALAB.NS,Ipca Laboratories Limited
IPL.NS,India Pesticides Limited
IPRINGLTD.NS,Ip Rings Ltd.-$
IRB.NS,Irb Infrastructure Developers Limited
IRCON.NS,Ircon International Limited
IRCTC.NS,Indian Railway Catering And Tourism Corporation Limited
IREDA.NS,Indian Renewable Energy Development Agency Limited
IRFC.NS,Indian Railway Finance Corporation Limited
IRIS.NS,Iris Business Services Limited
IRISDOREME.NS,Iris Clothings Limited
IRMENERGY.NS,Irm Energy Limited
IRONWOOD.NS,Ironwood Education Ltd
ISEC.NS,Icici Securities Limited
ISFL.NS,Isf Limited
ISFT.NS,Intrasoft Technologies Limited
ISGEC.NS,Isgec Heavy Engineering Limited
ISHANCH.NS,Ishan Dyes & Chemicals Ltd.
ISHITADR.NS,Ishita Drugs & Industries Ltd.
ISHWATR.NS,Ishwarshakti Holdings & Traders Ltd.
ISLCONSUL.NS,Isl Consulting Ltd.
ISTLTD.NS,Ist Ltd.
ISTRNETWK.NS,Istreet Network Limited
ISWL.NS,India Steel Works Ltd.
ITC.NS,Itc Limited
ITCONS.NS,Itcons E-Solutions Ltd
ITDC.NS,India Tourism Development Corporation Limited
ITDCEM.NS,Itd Cementation India Limited
ITETF.NS,Mirae Asset Nifty It Etf
ITETFADD.NS,Dsp Nifty It Etf
ITHL.NS,International Travel House Ltd.-$
ITI.NS,Iti Limited
ITIETF.NS,Icici Prudential Nifty It Etf
ITL.NS,Itl Industries Ltd.-$
IVC.NS,Il&Fs Investment Managers Limited
IVP.NS,Ivp Limited
IWEL.NS,Inox Wind Energy Limited
IWP.NS,The Indian Wood Products Company Ltd
IXIGO.NS,Le Travenues Technology Limited
IYKOTPP.NS,Iykot Hitech Toolroom Ltd
IZMO.NS,Izmo Limited
J&KBANK.NS,The Jammu & Kashmir Bank Limited
JACKSON.NS,Jackson Investments Ltd
JAFINANCE.NS,J.A. Finance Ltd
JAGAJITIND.NS,Jagatjit Industries Ltd.
JAGANLAM.NS,Jagan Lamps Ltd.
JAGJANANI.NS,Jagjanani Textiles Ltd.
JAGRAN.NS,Jagran Prakashan Limited
JAGSNPHARM.NS,Jagsonpal Pharmaceuticals Limited
JAGSONFI.NS,Jagsonpal Finance & Leasing Ltd.
JAIBALAJI.NS,Jai Balaji Industries Limited
JAICORPLTD.NS,Jai Corp Limited
JAIHINDS.NS,Jaihind Synthetics Ltd.
JAIMATAG.NS,Jai Mata Glass Ltd.
JAINCO.NS,Jainco Projects (India) Ltd.
JAINEX.NS,Jainex Aamcol Ltd.
JAINMARMO.NS,Jain Marmo Industries Ltd
JAIPAN.NS,Jaipan Industries Ltd.
JAIPURKURT.NS,Nandani Creation Limited
JAMESWARREN.NS,James Warren Tea Ltd
JAMNAAUTO.NS,Jamna Auto Industries Limited
JAMSHRI.NS,Jamshri Realty Ltd-$
JANUSCORP.NS,Janus Corporation Ltd
JASCH.NS,Jasch Industries Ltd.
JASH.NS,Jash Engineering Limited
JATTAINDUS.NS,Jattashankar Industies Ltd.
JAUSPOL.NS,Jauss Polymers Ltd.
JAYAGROGN.NS,Jayant Agro Organics Limited
JAYANT.NS,Jayant Infratech Ltd
JAYATMA.NS,Jayatma Enterprises Ltd
JAYBARMARU.NS,Jay Bharat Maruti Limited
JAYBHCR.NS,Jayabharat Credit Ltd.-$
JAYCH.NS,Jayshree Chemicals Ltd.
JAYIND.NS,Jayatma Industries Ltd
JAYKAILASH.NS,Jay Kailash Namkeen Ltd
JAYKAY.NS,Jaykay Enterprises Ltd.
JAYNECOIND.NS,Jayaswal Neco Industries Limited
JAYSREETEA.NS,Jayshree Tea & Industries Limited
JAYSYNTH.NS,Jaysynth Orgochem Ltd
JAYUSH.NS,Jay Ushin Ltd.
JBCHEPHARM.NS,Jb Chemicals & Pharmaceuticals Limited
JBMA.NS,Jbm Auto Limited
JCHAC.NS,Johnson Controls - Hitachi Air Conditioning India Limited
JENBURPH.NS,Jenburkt Pharmaceuticals Ltd.
JETAIRWAYS.NS,Jet Airways (India) Limited
JETFREIGHT.NS,Jet Freight Logistics Limited
JETKINGQ.NS,Jetking Infotrain Ltd.
JETMALL.NS,Jetmall Spices And Masala Ltd
JFL.NS,Jhandewalas Foods Ltd
JGCHEM.NS,J.G.Chemicals Limited
JGTL.NS,Jasch Gauging Technologies Ltd
JHACC.NS,Jhaveri Credits & Capital Ltd.
JHS.NS,Jhs Svendgaard Laboratories Limited
JIGAR.NS,Jigar Cables Ltd
JINDALPHOT.NS,Jindal Photo Limited
JINDALPOLY.NS,Jindal Poly Films Limited
JINDALSAW.NS,Jindal Saw Limited
JINDALSTEL.NS,Jindal Steel & Power Limited
JINDCAP.NS,Jindal Capital Ltd.
JINDHOT.NS,Jindal Hotels Ltd.
JINDRILL.NS,Jindal Drilling And Industries Limited
JINDWORLD.NS,Jindal Worldwide Limited
JIOFIN.NS,Jio Financial Services Limited
JISLDVREQS.NS,Jain Irrigation Systems Limited
JISLJALEQS.NS,Jain Irrigation Systems Limited
JITFINFRA.NS,Jitf Infralogistics Limited
JJFINCOR.NS,J.J.Finance Corporation Ltd.
JK AGRI.NS,Jk Agri Genetics Ltd
JKCEMENT.NS,Jk Cement Limited
JKIL.NS,J.Kumar Infraprojects Limited
JKLAKSHMI.NS,Jk Lakshmi Cement Limited
JKPAPER.NS,Jk Paper Limited
JKTYRE.NS,Jk Tyre & Industries Limited
JLHL.NS,Jupiter Life Line Hospitals Limited
JLL.NS,Jindal Leasefin Ltd
JMA.NS,Jullundur Motor Agency (Delhi) Limited
JMDVL.NS,Jmd Ventures Ltd
JMFINANCIL.NS,Jm Financial Limited
JMGCORP.NS,Jmg Corporation Ltd.
JMJFIN.NS,Jmj Fintech Ltd
JNKINDIA.NS,Jnk India Limited
JOCIL.NS,Jocil Limited
JOHNPHARMA.NS,Johnson Pharmacare Ltd
JOINDRE.NS,Joindre Capital Services Ltd.
JOINTECAED.NS,Jointeca Education Solutions Ltd.
JONJUA.NS,Jonjua Overseas Ltd
JOSTS.NS,Jost'S Engineering Co.Ltd.
JPOLYINVST.NS,Jindal Poly Investment And Finance Company Limited
JPPOWER.NS,Jaiprakash Power Ventures Limited
JPTRLES.NS,Jupiter Industries & Leasing Ltd.
JSFB.NS,Jana Small Finance Bank Limited
JSHL.NS,Jla Infraville Shoppers Ltd
JSL.NS,Jindal Stainless Limited
JSLINDL.NS,Jsl Industries Ltd.
JSTL.NS,Jeevan Scientific Technology Ltd
JSWENERGY.NS,Jsw Energy Limited
JSWHL.NS,Jsw Holdings Limited
JSWINFRA.NS,Jsw Infrastructure Limited
JSWSTEEL.NS,Jsw Steel Limited
JTAPARIA.NS,J. Taparia Projects Ltd
JTEKTINDIA.NS,Jtekt India Limited
JTLIND.NS,Jtl Industries Limited
JUBLFOOD.NS,Jubilant Foodworks Limited
JUBLINGREA.NS,Jubilant Ingrevia Limited
JUBLPHARMA.NS,Jubilant Pharmova Limited
JULIEN.NS,Julien Agro Infratech Ltd
JUMBFNL.NS,Jumbo Finance Ltd.
JUMBO.NS,Jumbo Bag Ltd.
JUNIORBEES.NS,Nippon India Etf Nifty Next 50 Junior Bees
JUNIPER.NS,Juniper Hotels Limited
JUPITERIN.NS,Jupiter Infomedia Ltd.
JUSTDIAL.NS,Just Dial Limited
JWL.NS,Jupiter Wagons Limited
JYOTHI.NS,Jyothi Infraventures Ltd.
JYOTHYLAB.NS,Jyothy Labs Limited
JYOTI.NS,Jyoti Ltd.-$
JYOTICNC.NS,Jyoti Cnc Automation Limited
JYOTIN.NS,Jyot International Marketing Ltd
JYOTIRES.NS,Jyoti Resins & Adhesives Ltd.
JYOTISTRUC.NS,Jyoti Structures Limited
KAARYAFSL.NS,Kaarya Facilities And Services Ltd
KABRAEXTRU.NS,Kabra Extrusion Technik Limited
KABSON.NS,Kabsons Industries Ltd.
KACHCHH.NS,Kachchh Minerals Ltd.
KACL.NS,Kaiser Corporation Limited
KAHAN.NS,Kahan Packaging Ltd
KAIRA.NS,Kaira Can Co.Ltd.
KAIZENAGRO.NS,Kaizen Agro Infrabuild Ltd
KAJALSY.NS,Kajal Synthetics & Silk Mills Ltd.
KAJARIACER.NS,Kajaria Ceramics Limited
KAJARIR.NS,Kic Metaliks Ltd.
KAKA.NS,Kaka Industries Ltd
KAKATCEM.NS,Kakatiya Cement Sugar & Industries Limited
KAKTEX.NS,Kakatiya Textiles Ltd.
KALAMANDIR.NS,Sai Silks (Kalamandir) Limited
KALLAM.NS,Kallam Textiles Ltd-$
KALYANCAP.NS,Kalyan Capitals Ltd
KALYANI.NS,Kalyani Commercials Limited
KALYANIFRG.NS,Kalyani Forge Limited
KALYANKJIL.NS,Kalyan Jewellers India Limited
KAMADGIRI.NS,Kamadgiri Fashion Ltd.-$
KAMAHOLD.NS,Kama Holdings Limited-$
KAMANWALA.NS,Kamanwala Housing Construction Ltd.
KAMATHOTEL.NS,Kamat Hotels (I) Limited
KAMDHENU.NS,Kamdhenu Limited
KAMOPAINTS.NS,Kamdhenu Ventures Limited
KANANIIND.NS,Kanani Industries Limited
KANCHI.NS,Kanchi Karpooram Ltd
KANCOTEA.NS,Kanco Tea & Industries Ltd
KANDAGIRI.NS,Kandagiri Spinning Mills Ltd.-$
KANORICHEM.NS,Kanoria Chemicals & Industries Limited
KANPRPLA.NS,Kanpur Plastipack Limited
KANSAINER.NS,Kansai Nerolac Paints Limited
KANSHST.NS,Kanishk Steel Industries Ltd.
KANUNGO.NS,Kanungo Financiers Ltd
KAPILCO.NS,Kapil Cotex Ltd.
KAPILRAJ.NS,Kapil Raj Finance Ltd
KAPSTON.NS,Kapston Services Limited
KARANWO.NS,Karan Woo-Sin Ltd.
KARMAENG.NS,Karma Energy Limited
KARNAVATI.NS,Karnavati Finance Ltd
KARURVYSYA.NS,Karur Vysya Bank Limited
KATRSPG.NS,Katare Spinning Mills Ltd.
KAUSHALYA.NS,Kaushalya Infrastructure Development Corporation Limited
KAVVERITEL.NS,Kavveri Telecom Products Limited
KAYA.NS,Kaya Limited
KAYCEEI.NS,Kaycee Industries Ltd.
KAYNES.NS,Kaynes Technology India Limited
KAYPOWR.NS,Kay Power And Paper Ltd.
KBCGLOBAL.NS,Kbc Global Limited
KBSINDIA.NS,Kbs India Limited
KCDGROUP.NS,Kcd Industries India Ltd
KCL.NS,Kabra Commercial Ltd
KCLINFRA.NS,Kcl Infra Projects Ltd
KCP.NS,Kcp Limited
KCPSUGIND.NS,Kcp Sugar And Industries Corporation Limited
KCSL.NS,Karnimata Cold Storage Ltd
KDDL.NS,Kddl Limited
KDML.NS,Khemani Distributors & Marketing Ltd
KEC.NS,Kec International Limited
KECL.NS,Kirloskar Electric Company Limited
KEDIACN.NS,Kedia Construction Co.Ltd.
KEEPLEARN.NS,Dsj Keep Learning Limited
KEERTHI.NS,Keerthi Industries Ltd.
KEI.NS,Kei Industries Limited
KEIL.NS,Kanoria Energy & Infrastructure Ltd
KELENRG.NS,Keltech Energies Ltd.
KELLTONTEC.NS,Kellton Tech Solutions Limited
KEMISTAR.NS,Kemistar Corporation Limited
KEMP.NS,Kemp & Company Ltd.
KENFIN.NS,Ken Financial Services Ltd.
KENNAMET.NS,Kennametal India Ltd.-$
KENVI.NS,Kenvi Jewels Ltd
KERALAYUR.NS,Kerala Ayurveda Ltd.
KERNEX.NS,Kernex Microsystems (India) Limited
KESAR.NS,Kesar India Ltd
KESARENT.NS,Kesar Enterprises Ltd.-$
KESARPE.NS,Kesar Petroproducts Ltd.
KESORAMIND.NS,Kesoram Industries Limited
KEYCORP.NS,Key Corp Ltd.
KEYFINSERV.NS,Keynote Financial Services Limited
KFBL.NS,Kothari Fermentation & Biochem Ltd.
KFINTECH.NS,Kfin Technologies Limited
KGDENIM.NS,Kg Denim Ltd.
KGPETRO.NS,Kg Petrochem Ltd.
KGVL.NS,Khyati Global Ventures Ltd
KHADIM.NS,Khadim India Limited
KHAICHEM.NS,Khaitan Chemicals & Fertilizers Limited
KHAITANLTD.NS,Khaitan (India) Limited
KHANDSE.NS,Khandwala Securities Limited
KHAZANCHI.NS,Khazanchi Jewellers Ltd
KHOOBSURAT.NS,Khoobsurat Ltd
KHYATI.NS,Khyati Multimedia-Entertainment Ltd.
KICL.NS,Kalyani Investment Company Limited
KIDUJA.NS,Kiduja India Ltd.
KIFS.NS,Kifs Financial Services Ltd.
KILITCH.NS,Kilitch Drugs (India) Limited
KIMIABL.NS,Kimia Biosciences Ltd
KIMS.NS,Krishna Institute Of Medical Sciences Limited
KINETICENG.NS,Kinetic Engineering Ltd.
KINGFA.NS,Kingfa Science & Technology (India) Limited
KINGSINFR.NS,Kings Infra Ventures Limited
KIOCL.NS,Kiocl Limited
KIRANPR.NS,Kiran Print-Pack Ltd.
KIRANSY-B.NS,Kiran Syntex Ltd.
KIRANVYPAR.NS,Kiran Vyapar Ltd
KIRIINDUS.NS,Kiri Industries Limited
KIRLFER.NS,Kirloskar Ferrous Industries Ltd.
KIRLOSBROS.NS,Kirloskar Brothers Limited
KIRLOSENG.NS,Kirloskar Oil Engines Limited
KIRLOSIND.NS,Kirloskar Industries Limited
KIRLPNU.NS,Kirloskar Pneumatic Company Limited
KISAAN.NS,Kisaan Parivar Industries Ltd
KISAN.NS,Kisan Mouldings Ltd.-$
KITEX.NS,Kitex Garments Limited
KIZI.NS,Kizi Apparels Ltd
KJMCCORP.NS,Kjmc Corporate Advisors (India) Ltd.
KJMCFIN.NS,Kjmc Financial Services Ltd.
KKALPANAIND.NS,Kkalpana Industries (India) Ltd
KKCL.NS,Kewal Kiran Clothing Limited
KKPLASTICK.NS,Kkalpana Plastick Limited
KKSHL.NS,Kk Shah Hospitals Ltd
KLBRENG-B.NS,Kilburn Engineering Ltd.
KLRFM.NS,Kovilpatti Lakshmi Roller Flour Mills Ltd
KMCSHIL.NS,Kmc Speciality Hospitals (India) Ltd.
KMEW.NS,Knowledge Marine & Engineering Works Ltd
KMFBLDR.NS,Kmf Builders & Developers Ltd.
KMGMILK.NS,Kmg Milk Food Ltd.
KMSMEDI.NS,Kms Medisurgi Ltd
KMSUGAR.NS,K.M.Sugar Mills Limited
KNRCON.NS,Knr Constructions Limited
KOBO.NS,Kobo Biotech Ltd-$
KOHINOOR.NS,Kohinoor Foods Limited
KOKUYOCMLN.NS,Kokuyo Camlin Limited
KOLTEPATIL.NS,Kolte - Patil Developers Limited
KONARKSY.NS,Konark Synthetic Ltd.
KONNDOR.NS,Konndor Industries Ltd
KOPRAN.NS,Kopran Limited
KORE.NS,Kore Foods Ltd
KOTAKBANK.NS,Kotak Mahindra Bank Limited
KOTARISUG.NS,Kothari Sugars And Chemicals Limited
KOTHARIPET.NS,Kothari Petrochemicals Limited
KOTHARIPRO.NS,Kothari Products Limited
KOTIC.NS,Kothari Industrial Corporation Ltd.
KOURA.NS,Koura Fine Diamond Jewelry Ltd
KOVAI.NS,Kovai Medical Center & Hospital Ltd.
KPEL.NS,K.P. Energy Ltd
KPGEL.NS,Kp Green Engineering Ltd
KPIGREEN.NS,Kpi Green Energy Limited
KPIL.NS,Kalpataru Projects International Limited
KPITTECH.NS,Kpit Technologies Limited
KPL.NS,Kwality Pharmaceuticals Ltd
KPRMILL.NS,K.P.R. Mill Limited
KPT.NS,Kpt Industries Ltd
KRANTI.NS,Kranti Industries Ltd
KRATOSENER.NS,Kratos Energy & Infrastructure Ltd.
KRBL.NS,Krbl Limited
KREBSBIO.NS,Krebs Biochemicals And Industries Limited
KREONFIN.NS,Kreon Finnancial Services Ltd.
KRETTO-RE.NS,Kretto Syscon Ltd
KRETTOSYS.NS,Kretto Syscon Ltd
KRIDHANINF.NS,Kridhan Infra Limited
KRIFILIND.NS,Krishna Filament Industries Ltd
KRISHANA.NS,Krishana Phoschem Limited
KRISHNA.NS,Krishna Ventures Limited
KRISHNACAP.NS,Krishna Capital And Securities Ltd
KRITI.NS,Kriti Industries (India) Limited
KRITIKA.NS,Kritika Wires Limited
KRITINUT.NS,Kriti Nutrients Limited
KRN.NS,Krn Heat Exchanger And Refrigeration Limited
KRONOX.NS,Kronox Lab Sciences Limited
KROSS.NS,Kross Limited
KRRAIL.NS,K&R Rail Engineering Ltd
KRSNAA.NS,Krsnaa Diagnostics Limited
KRYPTONQ.NS,Krypton Industries Ltd.
KRYSTAL.NS,Krystal Integrated Services Limited
KSB.NS,Ksb Limited
KSCL.NS,Kaveri Seed Company Limited
KSE.NS,Kse Ltd.-$
KSHITIJ.NS,Kshitij Investments Ltd
KSHITIJPOL.NS,Kshitij Polyline Limited
KSL.NS,Kalyani Steels Limited
KSOLVES.NS,Ksolves India Limited
KTIL.NS,Kesar Terminals & Infrastructure Ltd.
KTKBANK.NS,The Karnataka Bank Limited
KUANTUM.NS,Kuantum Papers Limited
KUBERJI.NS,Kuber Udyog Ltd
KUMPFIN.NS,Kumbhat Financial Services Ltd.
KUNSTOFF.NS,Kunststoffe Industries Ltd.
KUSHIND.NS,Kush Industries Ltd
KUSUMEL.NS,Kusam Electrical Industries Ltd.
KUWERIN.NS,Kuwer Industries Ltd.
KVFORGE.NS,Krishanveer Forge Ltd
KZLFIN.NS,K.Z.Leasing & Finance Ltd.
LABELKRAFT.NS,Labelkraft Technologies Ltd
LACTOSE.NS,Lactose (India) Ltd.
LADDERUP.NS,Ladderup Finance Ltd.
LAFFANSQ.NS,Laffans Petrochemicals Ltd.-$
LAGNAM.NS,Lagnam Spintex Limited
LAHL.NS,Ladam Affordable Housing Ltd
LAHOTIOV.NS,Lahoti Overseas Ltd.-$
LAKHOTIA.NS,Lakhotia Polyesters (India) Ltd.
LAKPRE.NS,Lakshmi Precision Screws Limited
LAKSELEC.NS,Lakshmi Electrical Control Systems Ltd.
LAKSHMIMIL.NS,Lakshmi Mills Company Ltd.-$
LAL.NS,Lorenzini Apparels Limited
LALPATHLAB.NS,Dr. Lal Path Labs Ltd.
LAMBODHARA.NS,Lambodhara Textiles Limited
LANCER.NS,Lancer Container Lines Ltd
LANCORHOL.NS,Lancor Holdings Limited
LANDMARC.NS,Landmarc Leisure Corporation Ltd.
LANDMARK.NS,Landmark Cars Limited
LAOPALA.NS,La Opala Rg Limited
LASA.NS,Lasa Supergenerics Limited
LASTMILE.NS,Last Mile Enterprises Ltd
LATENTVIEW.NS,Latent View Analytics Limited
LATIMMETAL.NS,La Tim Metal & Industries Ltd
LATTEYS.NS,Latteys Industries Limited
LAURUSLABS.NS,Laurus Labs Limited
LAXMICOT.NS,Laxmi Cotspin Limited
LAXMIPATI.NS,Laxmipati Engineering Works Ltd
LCCINFOTEC.NS,Lcc Infotech Limited
LEADFIN.NS,Lead Financial Services Ltd.
LEENEE.NS,Lee & Nee Softwares (Exports) Ltd.
LEHAR.NS,Lehar Footwears Ltd
LELAVOIR.NS,Le Lavoir Ltd
LEMONTREE.NS,Lemon Tree Hotels Limited
LERTHAI.NS,Lerthai Finance Ltd
LESHAIND.NS,Lesha Industries Ltd.
LEX.NS,Lex Nimble Solutions Ltd
LEXORAA.NS,Lexoraa Industries Ltd
LEXUS.NS,Lexus Granito (India) Limited
LFIC.NS,Lakshmi Finance & Industrial Corporation Limited
LGBBROSLTD.NS,Lg Balakrishnan & Bros Limited
LGBFORGE.NS,Lgb Forge Ltd.
LGHL.NS,Laxmi Goldorna House Limited
LIBAS.NS,Libas Consumer Products Limited
LIBERTSHOE.NS,Liberty Shoes Limited
LIBORD.NS,Libord Securities Ltd.
LIBORDFIN.NS,Libord Finance Ltd
LICHSGFIN.NS,Lic Housing Finance Limited
LICI.NS,Life Insurance Corporation Of India
LICNETFN50.NS,Lic Mf Exchange Traded Fund- Nifty 50
LICNETFSEN.NS,Lic Mf Exchange Traded Fund- Sensex
LICNFNHGP.NS,Lic Mf Exchange Traded Fund- Nifty 100
LICNMID100.NS,Lic Mf Nifty Midcap 100 Etf
LIKHAMI.NS,Likhami Consulting Ltd
LIKHITHA.NS,Likhitha Infrastructure Limited
LIMECHM.NS,Lime Chemicals Ltd.
LINC.NS,Linc Limited
LINCOLN.NS,Lincoln Pharmaceuticals Limited
LINDEINDIA.NS,Linde India Limited
LINKPH.NS,Link Pharma Chem Ltd.
LIPPISYS.NS,Lippi Systems Ltd.-$
LKPFIN.NS,Lkp Finance Limited
LKPSEC.NS,Lkp Securities Ltd
LLFICL.NS,Leading Leasing Finance And Investment Company Ltd
LLOYDSENGG.NS,Lloyds Engineering Works Limited
LLOYDSENT.NS,Lloyds Enterprises Limited
LLOYDSME.NS,Lloyds Metals And Energy Limited
LMW.NS,Lmw Limited
LODHA.NS,Macrotech Developers Limited
LOGICA.NS,Logica Infoway Ltd
LOKESHMACH.NS,Lokesh Machines Limited
LONGSPUR.NS,Longspur International Ventures Ltd
LONTE.NS,Longview Tea Company Ltd.
LOOKS.NS,Looks Health Services Limited
LORDSCHLO.NS,Lords Chloro Alkali Limited
LORDSHOTL.NS,Lords Ishwar Hotels Limited
LOTUSCHO.NS,Lotus Chocolate Co.Ltd.
LOTUSEYE.NS,Lotus Eye Hospital And Institute Limited
LOVABLE.NS,Lovable Lingerie Limited
LOWVOL.NS,Mirae Asset Nifty 100 Low Volatility 30 Etf
LOWVOLIETF.NS,Icici Prudential Nifty 100 Low Volatility 30 Etf
LOYAL.NS,Loyal Equipments Ltd
LOYALTEX.NS,Loyal Textile Mills Limited
LPDC.NS,Landmark Property Development Company Limited
LSIND.NS,Ls Industries Ltd.
LT.NS,Larsen & Toubro Limited
LTF.NS,L&T Finance Limited
LTFOODS.NS,Lt Foods Limited
LTIM.NS,Ltimindtree Limited
LTTS.NS,L&T Technology Services Limited
LUCENT.NS,Lucent Industries Ltd
LUDLOWJUT.NS,Ludlow Jute & Specialities Ltd.
LUHARUKA.NS,Luharuka Media & Infra Ltd
LUMAXIND.NS,Lumax Industries Limited
LUMAXTECH.NS,Lumax Auto Technologies Limited
LUPIN.NS,Lupin Limited
LUXIND.NS,Lux Industries Limited
LWSKNIT.NS,Lws Knitwear Ltd.
LXCHEM.NS,Laxmi Organic Industries Limited
LXMIATO.NS,Lakshmi Automatic Loom Works Ltd.
LYKALABS.NS,Lyka Labs Limited
LYKISLTD.NS,Lykis Limited
LYONSCO.NS,Lyons Corporate Market Ltd.
LYPSAGEMS.NS,Lypsa Gems & Jewellery Limited
M&M.NS,Mahindra & Mahindra Limited
M&MFIN.NS,Mahindra & Mahindra Financial Services Limited
MAAGHADV.NS,Maagh Advertising And Marketing Services Ltd
MAANALU.NS,Maan Aluminium Limited
MACIND.NS,Machhar Industries Ltd
MACPLASQ.NS,Machino Plastics Ltd.-$
MACPOWER.NS,Macpower Cnc Machines Limited
MADHAV.NS,Madhav Marbles And Granites Limited
MADHAVIPL.NS,Madhav Infra Projects Ltd
MADHUCON.NS,Madhucon Projects Limited
MADHUDIN.NS,Madhusudan Industries Ltd.
MADHUSE.NS,Madhusudan Securities Ltd.
MADHUVEER.NS,Madhuveer Com 18 Network Ltd
MADRASFERT.NS,Madras Fertilizers Limited
